Airway	d10	young "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
Lymphatic_ECs	d10	young "102"	"Fgf2"	0.53406172750618	0.063544288805306	0.0076819958530488	0.0239033575862757	102	"Fibroblasts, Mesothelium"	""
Lymphatic_ECs	d10	young "103"	"Tgfb2"	0.528309773521813	0.0638904637765727	0.00802817082431546	0.0238990069243291	103	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Fibroblasts, Pericytes"
Lymphatic_ECs	d10	young "104"	"Calm1"	0.542869657042741	0.0638064330324481	0.00794414008019086	0.0230152997132977	104	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, SMC"
Lymphatic_ECs	d10	young "105"	"Calm2"	0.542803657570739	0.0637095257069362	0.00784723275467895	0.0228302265871771	105	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, SMC"
Lymphatic_ECs	d10	young "106"	"Col4a1"	0.534197726418189	0.0617797843280853	0.00591749137582807	0.0228141910014621	106	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs"
Lymphatic_ECs	d10	young "107"	"Lama2"	0.560827513379893	0.065740951726033	0.00987865877377576	0.0227967047850477	107	"Fibroblasts, Pericytes"	""
Lymphatic_ECs	d10	young "108"	"Thbs1"	0.529137766897867	0.0623078855180044	0.00644559256574714	0.0226628198819313	108	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Pericytes"
Lymphatic_ECs	d10	young "109"	"Wnt5a"	0.536191710466315	0.0622186445216627	0.00635635156940552	0.0225497325400146	109	"Fibroblasts, Pericytes"	""
Lymphatic_ECs	d10	young "110"	"Ccl17"	0.53778169774642	0.0609876226933775	0.00512532974112027	0.022462083052501	110	"MNP"	"MNP"
Lymphatic_ECs	d10	young "111"	"Vwf"	0.544543643650852	0.0634071907717099	0.00754489781945263	0.022439332308499	111	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
Lymphatic_ECs	d10	young "112"	"Vegfc"	0.535701714386287	0.0618939370314915	0.0060316440792343	0.0213010825160652	112	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
Lymphatic_ECs	d10	young "113"	"Lamb2"	0.529581763345894	0.0614644298890556	0.00560213693679838	0.0211838125340808	113	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Lymphatic_ECs	d10	young "114"	"Vegfa"	0.539645682834535	0.0640299445454769	0.00816765159321965	0.0210499101910417	114	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
Lymphatic_ECs	d10	young "115"	"Fgf18"	0.535791713666293	0.0615788671178482	0.00571657416559102	0.0205883749555554	115	"Mesothelium, Pericytes"	"Pericytes"
Lymphatic_ECs	d10	young "116"	"Ncam1"	0.531599747202027	0.0607605436531063	0.00489825070084909	0.0198662772092627	116	"Fibroblasts, SMC"	"Fibroblasts"
Lymphatic_ECs	d10	young "117"	"Ptprc"	0.528053775569797	0.0615352171193289	0.00567292416707165	0.0196005583235008	117	"Granulocytes, Lymphocytes, MNP"	""
Lymphatic_ECs	d10	young "118"	"Agrn"	0.529485764113888	0.0605583966878037	0.00469610373554646	0.0193410553728232	118	"Alveolum, Capillary_ECs, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, SMC"
Lymphatic_ECs	d10	young "119"	"Sema3b"	0.529891760865912	0.0603744706917402	0.00451217773948295	0.0186138426076408	119	"Alveolum, SMC"	"Alveolum, SMC"
Lymphatic_ECs	d10	young "120"	"Ccl5"	0.530217758257937	0.0621644176122161	0.00630212465995887	0.0168168666936328	120	"Lymphocytes"	""
Lymphatic_ECs	d10	young "121"	"Grn"	0.525265797873617	0.0607091755823472	0.00484688263008998	0.0153579664500201	121	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Vascular_ECs"	"Capillary_ECs, MNP"
Lymphatic_ECs	d10	young "122"	"Ceacam1"	0.521625826993388	0.0593860085557448	0.00352371560348753	0.015038021299506	122	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
Lymphatic_ECs	d10	young "123"	"Ccl3"	0.521877824977401	0.0606599869587369	0.00479769400647966	0.0147526547487939	123	"Granulocytes"	"Granulocytes"
Lymphatic_ECs	d10	young "124"	"Jam2"	0.517417860657115	0.0598374010184557	0.00397510806619843	0.0137109781689064	124	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
Lymphatic_ECs	d10	young "125"	"Angpt1"	0.522717818257458	0.0616708850524799	0.00580859210022268	0.0133560756872773	125	"Fibroblasts, Pericytes, SMC"	""
Lymphatic_ECs	d10	young "126"	"Sema6d"	0.51592987256102	0.0591150460428866	0.00325275309062941	0.0129380273321594	126	"Capillary_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
Lymphatic_ECs	d10	young "127"	"Itgal"	0.550593595251236	0.0637001633825984	0.00783787043034113	0.0117832251762974	127	"Granulocytes, Lymphocytes"	""
Lymphatic_ECs	d10	young "128"	"Cdh5"	0.52584979320166	0.0590724282268077	0.00321013527455044	0.0108115054767023	128	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Lymphatic_ECs"
Lymphatic_ECs	d10	young "129"	"Pdgfb"	0.531923744610044	0.062043699783097	0.00618140683083981	0.00828390976998765	129	"Capillary_ECs"	"Capillary_ECs"
Lymphatic_ECs	d10	young "130"	"Sema3c"	0.509723922208622	0.0579983365923036	0.0021360436400464	0.00787580752100132	130	"Capillary_ECs, Mesothelium, Vascular_ECs"	""
Lymphatic_ECs	d10	young "131"	"Angpt2"	0.514967880256959	0.0590114840631659	0.00314919111090868	0.00744514043338371	131	"Lymphatic_ECs, Pericytes, SMC"	""
Lymphatic_ECs	d10	young "132"	"Il7"	0.510325917392661	0.057458982997463	0.00159669004520581	0.00498885487465172	132	"Lymphatic_ECs"	""
Lymphatic_ECs	d10	young "133"	"Calr"	0.560653514771883	0.0643166988614982	0.00845440590924101	0.00424007326442314	133	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
Lymphatic_ECs	d10	young "134"	"Thbs2"	0.524591803265575	0.0566432268497735	0.000780933897516267	0.00302315800906265	134	"Fibroblasts"	"Fibroblasts"
Lymphatic_ECs	d10	young "135"	"App"	0.52126782985736	0.0553911168120627	-0.000471176140194533	-0.0282007440215413	135	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Lymphatic_ECs	d10	young "136"	"Crlf1"	0.468296253629971	0.0493947687057391	-0.00646752424651811	-0.0307695739894185	136	"Fibroblasts"	"Fibroblasts"
Lymphatic_ECs	d21	young "test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
Lymphatic_ECs	d21	young "1"	"Tgfb1"	0.577517038901123	0.11904763052883	0.0507246491623709	0.118393516492494	1	"MNP"	""
Lymphatic_ECs	d21	young "2"	"Spp1"	0.579515570934253	0.11477508941852	0.0464521080520604	0.111568927869664	2	"Fibroblasts, MNP"	"Fibroblasts, MNP"
Lymphatic_ECs	d21	young "3"	"Lgals3"	0.581182761874801	0.108619319892876	0.0402963385264161	0.0965245105965046	3	"MNP"	""
Lymphatic_ECs	d21	young "4"	"Manf"	0.605158854985847	0.101324674804022	0.0330016934375625	0.0932341422743853	4	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	""
Lymphatic_ECs	d21	young "5"	"Itgb1"	0.579303764286468	0.0999416018119859	0.0316186204455262	0.0873651056987637	5	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Pericytes"
Lymphatic_ECs	d21	young "6"	"Selplg"	0.577435252175733	0.103582773383202	0.0352597920167419	0.0851499684661289	6	"Granulocytes, Lymphocytes, MNP"	""
Lymphatic_ECs	d21	young "7"	"Cxcl12"	0.5724714270735	0.100876209496511	0.0325532281300518	0.0827435768598075	7	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Capillary_ECs"
Lymphatic_ECs	d21	young "8"	"Tgfb3"	0.552052007968963	0.0988192609851449	0.0304962796186852	0.0824351630908989	8	"Fibroblasts, Lymphatic_ECs, Mesothelium"	""
Lymphatic_ECs	d21	young "9"	"Dll4"	0.588899024850579	0.0962392174792776	0.0279162361128179	0.0788049824087179	9	"Lymphatic_ECs"	""
Lymphatic_ECs	d21	young "10"	"Gpi1"	0.584429065743945	0.100849528276454	0.0325265469099946	0.0769162064531005	10	"Airway, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC"	"Capillary_ECs"
Lymphatic_ECs	d21	young "11"	"Mapt"	0.586364684911396	0.100686633940495	0.0323636525740352	0.0765651038147309	11	"Capillary_ECs, Pericytes"	""
Lymphatic_ECs	d21	young "12"	"Icam1"	0.58525636992765	0.095552402391095	0.0272294210246353	0.0764813441140773	12	"Airway, Alveolum, Capillary_ECs, Mesothelium, Vascular_ECs"	"Airway, Alveolum"
Lymphatic_ECs	d21	young "13"	"Rps19"	0.587189891999585	0.0951983432645906	0.026875361898131	0.0762245670086432	13	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Airway, Capillary_ECs, Lymphatic_ECs, Mesothelium, Vascular_ECs"
Lymphatic_ECs	d21	young "14"	"Vcam1"	0.58509803921569	0.0958946387675322	0.0275716574010725	0.0761157579614268	14	"Fibroblasts"	""
Lymphatic_ECs	d21	young "15"	"Hc"	0.570240117437349	0.0971288928351223	0.0288059114686626	0.0756605395717768	15	"Alveolum"	""
Lymphatic_ECs	d21	young "16"	"Grem1"	0.576070042990457	0.0968331939259328	0.0285102125594732	0.0750195741305367	16	"Fibroblasts"	"Fibroblasts"
Lymphatic_ECs	d21	young "17"	"C3"	0.586341616860647	0.0954689606320599	0.0271459792656003	0.074719196913215	17	"Airway, Alveolum, Fibroblasts, Mesothelium"	"Mesothelium"
Lymphatic_ECs	d21	young "18"	"Trf"	0.567385970430952	0.0975778545391568	0.0292548731726971	0.0746870838859126	18	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	"Airway"
Lymphatic_ECs	d21	young "19"	"Nampt"	0.571229946524062	0.0990253661607441	0.0307023847942844	0.0746207055544381	19	"MNP, SMC"	""
Lymphatic_ECs	d21	young "20"	"Yars"	0.591068470168812	0.0938815435760629	0.0255585622096033	0.0742562307272599	20	"Fibroblasts, Mesothelium"	""
Lymphatic_ECs	d21	young "21"	"Arf1"	0.580609206249343	0.0965834245754268	0.0282604432089672	0.0741414806238174	21	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Lymphatic_ECs	d21	young "22"	"Itgam"	0.57688161895774	0.0952141240455533	0.0268911426790937	0.0739145139760949	22	"Granulocytes, MNP"	""
Lymphatic_ECs	d21	young "23"	"Hebp1"	0.58521128237391	0.0931829303289528	0.0248599489624932	0.0731808269262236	23	"MNP"	""
Lymphatic_ECs	d21	young "24"	"Hspg2"	0.571420782216629	0.0971974766741049	0.0288744953076453	0.0721724882021242	24	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Lymphatic_ECs, Pericytes"
Lymphatic_ECs	d21	young "25"	"Copa"	0.584652406417112	0.0936657353778634	0.0253427540114038	0.0719645348073081	25	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium"	"Alveolum"
Lymphatic_ECs	d21	young "26"	"Pgf"	0.570422564747821	0.0974379326435173	0.0291149512770576	0.07104552704958	26	"Lymphatic_ECs, Pericytes"	""
Lymphatic_ECs	d21	young "27"	"Fbn1"	0.574023277760302	0.0949591443438445	0.0266361629773848	0.0710242407081324	27	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Fibroblasts, Pericytes"
Lymphatic_ECs	d21	young "28"	"Gmfb"	0.580283107895564	0.0951166520455458	0.0267936706790862	0.0709613767890867	28	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	"Alveolum"
Lymphatic_ECs	d21	young "29"	"Col18a1"	0.578829820698331	0.0943165545617986	0.0259935731953389	0.0702046032541121	29	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Lymphatic_ECs, Pericytes"
Lymphatic_ECs	d21	young "30"	"Lamb1"	0.580071301247772	0.0950252130022863	0.0267022316358266	0.0698306738740997	30	"Airway, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	"Lymphatic_ECs"
Lymphatic_ECs	d21	young "31"	"Anxa1"	0.575353884869457	0.0941160746166061	0.0257930932501465	0.0697387684288378	31	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Airway, Alveolum, Fibroblasts, Mesothelium"
Lymphatic_ECs	d21	young "32"	"Itga4"	0.579791338995493	0.093979842236222	0.0256568608697624	0.0694017606143557	32	"Lymphocytes, MNP"	""
Lymphatic_ECs	d21	young "33"	"Efnb1"	0.582371815036177	0.0921618023329872	0.0238388209665275	0.0691264329793342	33	"Capillary_ECs, Vascular_ECs"	""
Lymphatic_ECs	d21	young "34"	"Nid1"	0.577414281220506	0.093908023609362	0.0255850422429023	0.0691237738424293	34	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs"	"Lymphatic_ECs"
Lymphatic_ECs	d21	young "35"	"Sema7a"	0.584299045821535	0.0923690342599929	0.0240460528935333	0.0690345316286107	35	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"
Lymphatic_ECs	d21	young "36"	"Ptprf"	0.580087029464191	0.0932270355718681	0.0249040542054084	0.0688156801748669	36	"Airway, Alveolum, Mesothelium"	""
Lymphatic_ECs	d21	young "37"	"Aimp1"	0.580744468910562	0.0932247934679346	0.024901812101475	0.0683965203147184	37	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
Lymphatic_ECs	d21	young "38"	"Nenf"	0.577998322323584	0.0933017502636488	0.0249787688971891	0.0679084085449608	38	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
Lymphatic_ECs	d21	young "39"	"Agrn"	0.570128971374646	0.0944473490667856	0.026124367700326	0.0678889185755152	39	"Airway, Alveolum, Capillary_ECs, Mesothelium, Pericytes, SMC"	"Airway, Alveolum"
Lymphatic_ECs	d21	young "40"	"Sema3f"	0.577293698227953	0.0925990930657972	0.0242761116993376	0.0677281005886246	40	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Vascular_ECs"
Lymphatic_ECs	d21	young "41"	"Efnb2"	0.577210862954807	0.0915829161064085	0.0232599347399488	0.066701729399779	41	"Capillary_ECs, Vascular_ECs"	""
Lymphatic_ECs	d21	young "42"	"Itgb2"	0.569575338156655	0.0925991326973949	0.0242761513309352	0.0663863576858129	42	"Granulocytes, MNP"	""
Lymphatic_ECs	d21	young "43"	"Lama1"	0.575208136730627	0.0929129129043287	0.0245899315378691	0.0663367076490347	43	"Capillary_ECs"	"Capillary_ECs"
Lymphatic_ECs	d21	young "44"	"Vegfa"	0.568646324840099	0.095934823015341	0.0276118416488813	0.0661501157308047	44	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
Lymphatic_ECs	d21	young "45"	"Plxnb2"	0.576168606480026	0.0918740451660808	0.0235510637996211	0.066061952596986	45	"Airway, Alveolum, Fibroblasts, Mesothelium"	""
Lymphatic_ECs	d21	young "46"	"Col4a1"	0.571731152353988	0.0921016109470404	0.0237786295805808	0.0660204150102248	46	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs"
Lymphatic_ECs	d21	young "47"	"Reln"	0.579465240641712	0.0915925857072789	0.0232696043408193	0.0659719439974156	47	"Lymphatic_ECs"	""
Lymphatic_ECs	d21	young "48"	"Sema3e"	0.576337422669609	0.0915233208264748	0.0232003394600152	0.0653976577453483	48	"Airway, Alveolum"	"Alveolum"
Lymphatic_ECs	d21	young "49"	"Vegfc"	0.570349166404531	0.0933571548268155	0.0250341734603559	0.0647237545636983	49	"Vascular_ECs"	""
Lymphatic_ECs	d21	young "50"	"Jag2"	0.569573241061127	0.0940671869235292	0.0257442055570695	0.0646868579665137	50	"Capillary_ECs"	""
Lymphatic_ECs	d21	young "51"	"Calm1"	0.56833805179826	0.0924364188861067	0.0241134375196471	0.0645845357785873	51	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, Pericytes"
Lymphatic_ECs	d21	young "52"	"Col1a1"	0.564649260773826	0.0918274560303547	0.0235044746638951	0.0643951874576549	52	"Fibroblasts, Mesothelium, Pericytes, SMC"	"Fibroblasts, Mesothelium, Pericytes"
Lymphatic_ECs	d21	young "53"	"Ccl17"	0.569124462619267	0.0897426538774586	0.021419672510999	0.0642053354691906	53	"MNP"	"MNP"
Lymphatic_ECs	d21	young "54"	"Pcdh7"	0.575165146272413	0.0911551305653306	0.022832149198871	0.0641416108223097	54	"Fibroblasts, Mesothelium, SMC, Vascular_ECs"	"Vascular_ECs"
Lymphatic_ECs	d21	young "55"	"Pros1"	0.577626087868305	0.09189783678059	0.0235748554141303	0.0640811357323495	55	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"Vascular_ECs"
Lymphatic_ECs	d21	young "56"	"Clstn1"	0.571460627031564	0.0893965340809082	0.0210735527144485	0.0640348370670558	56	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
Lymphatic_ECs	d21	young "57"	"F11r"	0.571112509174791	0.0920163901466808	0.0236934087802211	0.0636518417352366	57	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	"Alveolum"
Lymphatic_ECs	d21	young "58"	"Fgf2"	0.563902694767748	0.0937652405173	0.0254422591508404	0.0635824788096155	58	"Fibroblasts, Mesothelium, SMC"	"SMC"
Lymphatic_ECs	d21	young "59"	"Vegfd"	0.567836845968334	0.0918285830842084	0.0235056017177488	0.0632986088701341	59	"Fibroblasts"	""
Lymphatic_ECs	d21	young "60"	"Adam17"	0.579708503722342	0.0914124648154903	0.0230894834490306	0.062925452481622	60	"Lymphatic_ECs, MNP"	""
Lymphatic_ECs	d21	young "61"	"Pcdh1"	0.567420572507076	0.0903372593589483	0.0220142779924887	0.062902411612012	61	"Capillary_ECs"	""
Lymphatic_ECs	d21	young "62"	"Thbs1"	0.56555940023068	0.0917900758561798	0.0234670944897202	0.0625766635624721	62	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs"
Lymphatic_ECs	d21	young "63"	"Itgb7"	0.565938974520289	0.0908032842195005	0.0224803028530409	0.0625132146269751	63	"Lymphocytes"	""
Lymphatic_ECs	d21	young "64"	"Cxcl16"	0.574901960784316	0.0905564460426811	0.0222334646762215	0.0624771266603527	64	"Alveolum, MNP"	"Alveolum, MNP"
Lymphatic_ECs	d21	young "65"	"Fgf1"	0.575170389011221	0.09467191733794	0.0263489359714804	0.062376376144377	65	"Airway, Alveolum, Mesothelium"	""
Lymphatic_ECs	d21	young "66"	"Fgf7"	0.564894620949983	0.0912353671127672	0.0229123857463076	0.0618655998331914	66	"Fibroblasts"	""
Lymphatic_ECs	d21	young "67"	"Cxcl2"	0.564605221767848	0.0901438297146708	0.0218208483482112	0.0616421110631955	67	"Granulocytes"	""
Lymphatic_ECs	d21	young "68"	"Dsg2"	0.568467023172909	0.0905371277217844	0.0222141463553247	0.0615352378857026	68	"Airway"	""
Lymphatic_ECs	d21	young "69"	"Adam12"	0.569642445213381	0.0905230614533586	0.0222000800868989	0.0614716039933861	69	"Lymphatic_ECs"	""
Lymphatic_ECs	d21	young "70"	"Ntn1"	0.575417846282899	0.0918476781279305	0.0235246967614709	0.0612428417027753	70	"Capillary_ECs, Lymphatic_ECs, SMC, Vascular_ECs"	"Capillary_ECs"
Lymphatic_ECs	d21	young "71"	"Efna5"	0.574818076963402	0.0903892377490857	0.022066256382626	0.061161802157942	71	"Lymphatic_ECs, Mesothelium"	""
Lymphatic_ECs	d21	young "72"	"Calm2"	0.567671175422039	0.0906624524146621	0.0223394710482024	0.0608998238987581	72	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"SMC"
Lymphatic_ECs	d21	young "73"	"Edn1"	0.56470378525742	0.0935983131653955	0.0252753317989359	0.0607092474060678	73	"Capillary_ECs, Vascular_ECs"	""
Lymphatic_ECs	d21	young "74"	"Hsp90b1"	0.571145014155393	0.0899097286245578	0.0215867472580982	0.0605142580038878	74	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
Lymphatic_ECs	d21	young "75"	"Mmp9"	0.575451399811263	0.0950668218199082	0.0267438404534485	0.0598132482571696	75	"Granulocytes"	""
Lymphatic_ECs	d21	young "76"	"Sema3a"	0.566578588654715	0.0894211831488243	0.0210982017823647	0.0597787202899383	76	"Lymphatic_ECs"	"Lymphatic_ECs"
Lymphatic_ECs	d21	young "77"	"Pkd1"	0.565255321379887	0.0929413435576132	0.0246183621911535	0.0595458555721391	77	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Pericytes"
Lymphatic_ECs	d21	young "78"	"Liph"	0.569321589598406	0.0902048873943364	0.0218819060278767	0.0594647670237824	78	"Airway, Alveolum"	""
Lymphatic_ECs	d21	young "79"	"Cdh1"	0.569164307434203	0.0897355291955136	0.0214125478290539	0.0593385783546099	79	"Airway, Alveolum"	""
Lymphatic_ECs	d21	young "80"	"Fn1"	0.57757575757576	0.0943026227753116	0.0259796414088519	0.0588173548206279	80	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC"	"Fibroblasts, Lymphatic_ECs, MNP, Pericytes"
Lymphatic_ECs	d21	young "81"	"Ptprc"	0.561621054839048	0.0900298962884014	0.0217069149219417	0.0586955634039539	81	"Granulocytes, Lymphocytes, MNP"	""
Lymphatic_ECs	d21	young "82"	"Dll1"	0.572532242843659	0.0881744612895291	0.0198514799230694	0.0584088474203033	82	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
Lymphatic_ECs	d21	young "83"	"Pecam1"	0.558452343504247	0.0927562954920699	0.0244333141256103	0.0581966933398948	83	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
Lymphatic_ECs	d21	young "84"	"Adam9"	0.565857187794904	0.090262919734092	0.0219399383676323	0.0578984041003417	84	"Alveolum, Fibroblasts, MNP"	"Alveolum, MNP"
Lymphatic_ECs	d21	young "85"	"Igf1"	0.585454545454543	0.0947806632323546	0.0264576818658949	0.0577505002464763	85	"Fibroblasts, MNP"	"Fibroblasts, MNP"
Lymphatic_ECs	d21	young "86"	"Pf4"	0.566593268323378	0.0901279546791781	0.0218049733127185	0.0577482178872323	86	"MNP"	""
Lymphatic_ECs	d21	young "87"	"Slit2"	0.567037852574187	0.0883764386265046	0.020053457260045	0.0571828766019257	87	"Fibroblasts"	""
Lymphatic_ECs	d21	young "88"	"Npnt"	0.580222292125405	0.0857102122188195	0.0173872308523598	0.0570953120230858	88	"Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
Lymphatic_ECs	d21	young "89"	"Serping1"	0.568035021495229	0.0870847026452655	0.0187617212788059	0.0568735857471872	89	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"SMC"
Lymphatic_ECs	d21	young "90"	"Jam3"	0.562835273146694	0.088307060952738	0.0199840795862783	0.0565877734800414	90	"Lymphatic_ECs, SMC"	""
Lymphatic_ECs	d21	young "91"	"Angpt1"	0.568837160532662	0.08932126629774	0.0209982849312804	0.0565109152382295	91	"Fibroblasts, Pericytes, SMC"	""
Lymphatic_ECs	d21	young "92"	"Efna1"	0.56791758414596	0.0878739640001043	0.0195509826336446	0.0562788652897168	92	"Alveolum, Lymphatic_ECs"	""
Lymphatic_ECs	d21	young "93"	"Fgf18"	0.566740065009957	0.0888201449416721	0.0204971635752125	0.056163975809653	93	"Mesothelium"	""
Lymphatic_ECs	d21	young "94"	"H2-T23"	0.565290972003774	0.088878135225117	0.0205551538586574	0.0558168967112153	94	"Capillary_ECs, Lymphocytes, MNP, Vascular_ECs"	""
Lymphatic_ECs	d21	young "95"	"Tnc"	0.562875117961622	0.0885102296071537	0.0201872482406941	0.0556223723984994	95	"Fibroblasts, Lymphatic_ECs, Pericytes"	"Fibroblasts, Lymphatic_ECs, Pericytes"
Lymphatic_ECs	d21	young "96"	"Grn"	0.556583831393519	0.0890482536035419	0.0207252722370822	0.0544465476985527	96	"Lymphatic_ECs, MNP, Mesothelium, SMC"	"MNP"
Lymphatic_ECs	d21	young "97"	"Angpt2"	0.56886651986998	0.0884495726545404	0.0201265912880807	0.0542715967131966	97	"Lymphatic_ECs, Pericytes"	"Lymphatic_ECs"
Lymphatic_ECs	d21	young "98"	"Bmp4"	0.562243892209292	0.0875347229473557	0.019211741580896	0.0542112963051788	98	"Alveolum, Fibroblasts"	""
Lymphatic_ECs	d21	young "99"	"Cadm1"	0.569665513264127	0.0908567178115293	0.0225337364450697	0.054183000734286	99	"Airway, Alveolum, Capillary_ECs"	""
Lymphatic_ECs	d21	young "100"	"Bdnf"	0.559259725280486	0.0909327903767302	0.0226098090102705	0.0539680265251407	100	"Fibroblasts"	"Fibroblasts"
Lymphatic_ECs	d21	young "101"	"Il7"	0.559601551850686	0.0911330858858809	0.0228101045194212	0.0538731533870607	101	"Lymphatic_ECs"	""
Lymphatic_ECs	d21	young "102"	"Ncam1"	0.557236028101078	0.0855668101659869	0.0172438287995272	0.0537373450727371	102	"Fibroblasts, SMC"	"Fibroblasts"
Lymphatic_ECs	d21	young "103"	"Hmgb1"	0.577150047184653	0.0885110444444723	0.0201880630780127	0.0527406565319831	103	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
