adjacency_matrix_expressed	d10	old Airway	Alveolum	MNP	Lymphocytes	Granulocytes	Fibroblasts	Pericytes	SMC	Mesothelium	Capillary_ECs	Vascular_ECs	Lymphatic_ECs
bleo_Pericytes	d28_reg_potential	old Ntn4	0.553463389860456	0.030576952609473	0.0027562416357481	0.0225593166010796	111	Fibroblasts, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Ptprm	0.559325869987637	0.0304244384885395	0.00260372751481466	0.0221862826434694	112	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Ptprc	0.557437952658541	0.0303664245395781	0.00254571356585317	0.0220912762165419	113	Granulocytes, Lymphocytes, MNP	
bleo_Pericytes	d28_reg_potential	old Fgf9	0.55600269387034	0.0309855239223186	0.0031648129485937	0.0218505957424116	114	Mesothelium	Mesothelium
bleo_Pericytes	d28_reg_potential	old Ptprf	0.556079977035863	0.030107647520595	0.00228693654687012	0.0218279280243642	115	Airway, Alveolum, Mesothelium	
bleo_Pericytes	d28_reg_potential	old Cadm1	0.526143790849676	0.0302000213346063	0.00237931036088145	0.0213454440741701	116	Airway, Alveolum, Capillary_ECs, Pericytes	
bleo_Pericytes	d28_reg_potential	old Lgals3	0.560021418477302	0.0309668285478153	0.00314611757409039	0.0207624668086192	117	Airway, MNP	
bleo_Pericytes	d28_reg_potential	old Rspo3	0.539745627980922	0.0303293378328669	0.00250862685914203	0.0206928844861204	118	Lymphatic_ECs	
bleo_Pericytes	d28_reg_potential	old Nenf	0.54652998586822	0.0302071298380055	0.00238641886428065	0.0206773859760902	119	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Serpine1	0.549825560854976	0.0302029335660306	0.00238222259230568	0.0206259041829181	120	Capillary_ECs, Fibroblasts, SMC	Capillary_ECs, Fibroblasts
bleo_Pericytes	d28_reg_potential	old Fgf1	0.563543322734498	0.0323624521544236	0.00454174118069867	0.0205886232661211	121	Airway, Alveolum, Capillary_ECs	
bleo_Pericytes	d28_reg_potential	old Adam15	0.542776232114472	0.0304261124909305	0.00260540151720557	0.0205041593636923	122	Capillary_ECs, Pericytes, Vascular_ECs	Capillary_ECs
bleo_Pericytes	d28_reg_potential	old Ntn1	0.55481584525702	0.0308460411047532	0.00302533013102828	0.0201900230869615	123	Capillary_ECs, Lymphatic_ECs, Mesothelium, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Wnt5a	0.553496511217095	0.0307927296062127	0.00297201863248782	0.0198926856528351	124	Fibroblasts	
bleo_Pericytes	d28_reg_potential	old Ccl5	0.552734720014134	0.0321417649449118	0.00432105397118689	0.0198028911471519	125	Lymphocytes	
bleo_Pericytes	d28_reg_potential	old Vegfc	0.551244258964849	0.0306377341504085	0.00281702317668362	0.0187342335332823	126	Capillary_ECs, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Thbs1	0.534639418830598	0.0294687115884094	0.0016480006146845	0.0187080620576593	127	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	
bleo_Pericytes	d28_reg_potential	old Fn1	0.560308470234943	0.0315819577661111	0.00376124679238622	0.0185973127396199	128	Fibroblasts, MNP, SMC	Fibroblasts
bleo_Pericytes	d28_reg_potential	old Il1rn	0.553043852676207	0.0311442487839933	0.00332353781026838	0.0183170875396749	129	Granulocytes, MNP	
bleo_Pericytes	d28_reg_potential	old Lamc2	0.526314917859039	0.0294020141412791	0.00158130316755426	0.0168450738541547	130	Alveolum	Alveolum
bleo_Pericytes	d28_reg_potential	old Apoe	0.55540098922452	0.0315625716948666	0.00374186072114173	0.0163670703311711	131	MNP	MNP
bleo_Pericytes	d28_reg_potential	old Col1a1	0.548257816640175	0.029643871485409	0.00182316051168415	0.0160266670067711	132	Fibroblasts, Pericytes, SMC	Fibroblasts, Pericytes, SMC
bleo_Pericytes	d28_reg_potential	old Ghrl	0.544040363893305	0.0304915492307896	0.00267083825706468	0.0158920669746164	133	Airway	Airway
bleo_Pericytes	d28_reg_potential	old Flrt2	0.537399531884826	0.02865410072876	0.000833389755035083	0.0157751598911048	134	Fibroblasts, Lymphatic_ECs, Mesothelium	
bleo_Pericytes	d28_reg_potential	old Celsr1	0.540259009009009	0.0295172720031246	0.00169656102939969	0.0156517979014324	135	Airway	
bleo_Pericytes	d28_reg_potential	old Grn	0.525878819996467	0.0297174164799151	0.00189670550619018	0.0155946079919766	136	Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Bmp4	0.552453188482598	0.0308250398036456	0.00300432882992067	0.0154531978331775	137	Alveolum, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Npnt	0.54711512983572	0.0302730553799174	0.00245234440619248	0.0151974494596133	138	Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Lymphatic_ECs
bleo_Pericytes	d28_reg_potential	old Bmp6	0.542676868044515	0.0296569823926774	0.00183627141895256	0.0150065037206037	139	Capillary_ECs, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Timp1	0.539397853736089	0.0297644350911379	0.00194372411741306	0.0149667922613531	140	Fibroblasts, Mesothelium	Fibroblasts, Mesothelium
bleo_Pericytes	d28_reg_potential	old Manf	0.541125684508041	0.0287476862843947	0.000926975310669823	0.0148590680366425	141	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Lrpap1	0.539315050344463	0.0294796230957363	0.00165891212201147	0.0140514048707544	142	Alveolum, Fibroblasts, MNP, Mesothelium, SMC	MNP
bleo_Pericytes	d28_reg_potential	old Mapt	0.547810678325384	0.0300802349644037	0.00225952399067883	0.0138234581194766	143	Capillary_ECs, Pericytes, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Robo2	0.537449213919806	0.0284403768648084	0.000619665891083556	0.0131394488515081	144	Fibroblasts	
bleo_Pericytes	d28_reg_potential	old Nampt	0.542897677088857	0.029801598214926	0.0019808872412011	0.0130414818037342	145	Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs	Pericytes
bleo_Pericytes	d28_reg_potential	old Gpi1	0.53498167284932	0.0292641975599155	0.00144348658619064	0.0124250466785656	146	Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Tnfsf14	0.52081677265501	0.029398338527933	0.00157762755420814	0.0122546834311314	147	Granulocytes	
bleo_Pericytes	d28_reg_potential	old Areg	0.526364599894015	0.0291340766767323	0.00131336570300745	0.010393780037011	148	Airway, Alveolum	Airway, Alveolum
bleo_Pericytes	d28_reg_potential	old Icam2	0.529450406288643	0.0281194946808864	0.000298783707161472	0.00987074229041052	149	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Bmp5	0.521252870517579	0.0299172328897615	0.00209652191603664	0.0092894757277922	150	Airway, Fibroblasts, Pericytes	
bleo_Pericytes	d28_reg_potential	old Mdk	0.537046237413885	0.0285764535775344	0.000755742603809544	0.00768515171965723	151	Fibroblasts	
bleo_Pericytes	d28_reg_potential	old Thbs2	0.512845566154386	0.0278213637864821	6.52812757219456e-07	0.00247951707980515	152	Fibroblasts	Fibroblasts
bleo_Pericytes	d28_reg_potential	old Ptdss1	0.501457339692637	0.0269582302893312	-0.000862480684393669	0.00231650903763445	153	Fibroblasts, Vascular_ECs	
bleo_Pericytes	d28_reg_potential	old Lama2	0.553419228051581	0.0309963918632152	0.00317568088949035	0.000643011669247593	154	Fibroblasts, Pericytes	
bleo_Pericytes	d28_reg_potential	old App	0.529511128775832	0.0281467132565741	0.000326002282849236	-0.0147438839808065	155	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
bleo_Pericytes	d3_reg_potential	old Apoe	0.479889391654097	0.0167404036908454	0.00169862096104034	0.0230826256440191	1	MNP	
bleo_Pericytes	d3_reg_potential	old Hc	0.490007541478131	0.020021840288789	0.00498005755898398	0.0230315964413028	2	Alveolum	
bleo_Pericytes	d3_reg_potential	old Agrn	0.522854868443102	0.0200961703063237	0.00505438757651869	0.0148935512455093	3	Airway, Alveolum, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs	Alveolum, SMC
bleo_Pericytes	d3_reg_potential	old Rspo3	0.512611027316909	0.0198467543934762	0.00480497166367118	0.014800764100727	4	Lymphatic_ECs	
bleo_Pericytes	d3_reg_potential	old Ltf	0.501256913021617	0.0167115988809573	0.00166981615115232	0.0117482792324736	5	Airway	Airway
bleo_Pericytes	d3_reg_potential	old Tnfsf14	0.518350930115636	0.0153154266391545	0.000273643909349449	0.00313555986465016	6	Granulocytes	
bleo_Pericytes	d3_reg_potential	old Igf1	0.456280375398024	0.014786806482726	-0.000254976247079059	-0.000417748681073292	7	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Hspg2	0.493086978381092	0.0151551458165232	0.000113363086718223	-0.00103549538214563	8	Fibroblasts, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Ocln	0.509217362158535	0.0141199364703888	-0.000921846259416239	-0.00382450898987835	9	Airway	
bleo_Pericytes	d3_reg_potential	old Fgf2	0.45883609854198	0.0141483230387674	-0.000893459691037565	-0.00384044011285475	10	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Itgb7	0.509782973018263	0.0143585700266494	-0.000683212703155597	-0.00434722901647491	11	Lymphocytes, MNP	
bleo_Pericytes	d3_reg_potential	old Lamb2	0.487640355287415	0.0146022239938719	-0.000439558735933087	-0.0046539779723688	12	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	SMC
bleo_Pericytes	d3_reg_potential	old Jag2	0.490866432042898	0.014963881817524	-7.7900912281036e-05	-0.00579522146172226	13	Airway, Capillary_ECs	
bleo_Pericytes	d3_reg_potential	old Ptprf	0.50649405061169	0.0144530277719842	-0.000588754957820854	-0.00583850022737483	14	Airway, Alveolum, Mesothelium	
bleo_Pericytes	d3_reg_potential	old Osm	0.485147477794539	0.0146634046815724	-0.000378378048232575	-0.00626877766698616	15	Granulocytes	
bleo_Pericytes	d3_reg_potential	old Bmp5	0.501696832579183	0.0142791163659688	-0.000762666363836173	-0.00650143442433362	16	Airway, Fibroblasts, Pericytes	
bleo_Pericytes	d3_reg_potential	old Clstn1	0.493128875481815	0.0139885537406559	-0.00105322898914907	-0.00662370248940723	17	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Ptprm	0.489169599463718	0.0144654702292203	-0.000576312500584731	-0.00751386683985975	18	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Bmp3	0.483241159711746	0.0138551408781545	-0.00118664185165048	-0.00771556197515621	19	Fibroblasts, Mesothelium, SMC	
bleo_Pericytes	d3_reg_potential	old Grn	0.485775934305349	0.0141112818793829	-0.000930500850422091	-0.00771613657630343	20	Fibroblasts, Lymphatic_ECs, MNP, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Cdh5	0.497192894251719	0.0140432759278682	-0.0009985068019368	-0.00871079196494507	21	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Serping1	0.490342718283899	0.013676756632038	-0.00136502609776702	-0.00921214942260141	22	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Adam9	0.494888553712083	0.0139719661276938	-0.00106981660211126	-0.00925838705478858	23	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Dll4	0.48347159376571	0.0141468177678511	-0.000894964961953881	-0.00989259591083887	24	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Efnb1	0.486488185017593	0.0137511185985534	-0.00129066413125161	-0.0104068292518887	25	Capillary_ECs, Mesothelium, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Lama2	0.478862912686439	0.0133894705425287	-0.00165231218727631	-0.0104574745905768	26	Fibroblasts, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Gmfb	0.490510306686783	0.0136483441971584	-0.00139343853264658	-0.0110722254420011	27	Airway, Fibroblasts, Lymphatic_ECs, MNP	
bleo_Pericytes	d3_reg_potential	old Lamb1	0.473960951902125	0.0138872444765823	-0.00115453825322268	-0.0111989822086918	28	Airway, Fibroblasts, Pericytes	
bleo_Pericytes	d3_reg_potential	old Pkd1	0.492374727668844	0.0138240004717497	-0.00121778225805535	-0.0113862323667581	29	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Fgf1	0.480077928607342	0.013488489319325	-0.00155329341047996	-0.0114925446732536	30	Airway, Alveolum	
bleo_Pericytes	d3_reg_potential	old Gpi1	0.49298223562929	0.0134855758691524	-0.00155620686065258	-0.011969117523343	31	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs	Alveolum
bleo_Pericytes	d3_reg_potential	old Plxnb2	0.4893371878666	0.0136476765004084	-0.00139410622939664	-0.0123553725552119	32	Airway, Alveolum, MNP, Mesothelium	
bleo_Pericytes	d3_reg_potential	old Vwf	0.485440757499583	0.0134673365193479	-0.00157444621045708	-0.0124342018071453	33	Capillary_ECs, Vascular_ECs	Capillary_ECs
bleo_Pericytes	d3_reg_potential	old Itgb2	0.481251047427516	0.0134048364027281	-0.00163694632707688	-0.012460307014393	34	Granulocytes, Lymphocytes, MNP	Lymphocytes
bleo_Pericytes	d3_reg_potential	old Lrpap1	0.476055806938159	0.0136348112632837	-0.00140697146652132	-0.0125347649651097	35	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Anxa1	0.476705211999329	0.0131738717222285	-0.00186791100757649	-0.0125993839225665	36	Airway, Alveolum, Fibroblasts, Granulocytes, MNP, Mesothelium, Pericytes, SMC	Airway, Alveolum
bleo_Pericytes	d3_reg_potential	old Inhba	0.474233283056814	0.0135202349789023	-0.00152154775090274	-0.0127668571280519	37	SMC	
bleo_Pericytes	d3_reg_potential	old Manf	0.487556561085972	0.0135514654127001	-0.00149031731710493	-0.0128506002588371	38	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Airway, Lymphatic_ECs
bleo_Pericytes	d3_reg_potential	old Tnfsf13b	0.483283056812466	0.0134217536629229	-0.00162002906688215	-0.012864171528182	39	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Pecam1	0.480182671359145	0.0137978444583747	-0.00124393827143031	-0.0128911771984968	40	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Col4a1	0.477564102564105	0.0136991843326279	-0.00134259839717707	-0.0133524240019482	41	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Arf1	0.480098877157697	0.0133251382772045	-0.00171664445260055	-0.0134225124101498	42	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Pericytes, SMC
bleo_Pericytes	d3_reg_potential	old Dusp18	0.470106418635833	0.0133392224154529	-0.00170256031435213	-0.0134577714357198	43	Airway	
bleo_Pericytes	d3_reg_potential	old Calm1	0.485901625607507	0.0133357336482822	-0.00170604908152283	-0.0134669711901412	44	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Pgf	0.47951231774761	0.0133321400974472	-0.0017096426323578	-0.0136687314746917	45	Lymphatic_ECs, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Psap	0.474463717110777	0.0132107500306508	-0.00183103269915424	-0.0137369080733015	46	MNP	
bleo_Pericytes	d3_reg_potential	old Psen1	0.4905522037875	0.0136865137219708	-0.00135526900783417	-0.013740383117135	47	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Rps19	0.483743924920395	0.0133766594332993	-0.00166512329650573	-0.0137990977436235	48	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Serpine1	0.479868443103736	0.0133214617127274	-0.00172032101707762	-0.0138530188621882	49	SMC	
bleo_Pericytes	d3_reg_potential	old Sema7a	0.481628121334004	0.0132316994499455	-0.00181008327985948	-0.0139403820795424	50	Capillary_ECs, Lymphatic_ECs	
bleo_Pericytes	d3_reg_potential	old Calm2	0.477543154013742	0.0131113532749415	-0.00193042945486351	-0.014131518060899	51	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Ptprc	0.468786659963129	0.0133324373174953	-0.00170934541230968	-0.0141491390889595	52	Granulocytes, Lymphocytes, MNP	
bleo_Pericytes	d3_reg_potential	old Nid1	0.490133232780292	0.0137939475791152	-0.00124783515068984	-0.0143229607358162	53	Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Col18a1	0.476935646053296	0.0133248525223399	-0.00171693020746511	-0.0145764579223792	54	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	SMC
bleo_Pericytes	d3_reg_potential	old Copa	0.479784648902295	0.0132815075376913	-0.00176027519211374	-0.0146625726633213	55	Airway, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Gas6	0.469792190380426	0.0129902357729629	-0.0020515469568421	-0.0147351922886968	56	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, SMC	Fibroblasts
bleo_Pericytes	d3_reg_potential	old Fbn1	0.471091000502764	0.0133258856637278	-0.00171589706607723	-0.0148781586800934	57	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Vegfd	0.474254231607175	0.0132137783691958	-0.00182800436060919	-0.0148852712996228	58	Fibroblasts, SMC	
bleo_Pericytes	d3_reg_potential	old Cxcl16	0.47138428020781	0.0131325571155414	-0.00190922561426364	-0.0149260237266938	59	MNP	MNP
bleo_Pericytes	d3_reg_potential	old Fgf7	0.464890229596113	0.0129333721125336	-0.00210841061727139	-0.0152038097279158	60	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Npnt	0.442852354617061	0.0132298162141559	-0.00181196651564912	-0.0157018378430159	61	Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Cxcl12	0.461664152840627	0.0130491295180764	-0.00199265321172857	-0.0158079907842914	62	Capillary_ECs, Fibroblasts, SMC, Vascular_ECs	Vascular_ECs
bleo_Pericytes	d3_reg_potential	old Rtn4	0.47907239819005	0.0131497468404221	-0.00189203588938287	-0.0158868803864264	63	Airway, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old C3	0.475804424333836	0.0132220072897618	-0.0018197754400432	-0.0160075820944135	64	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	
bleo_Pericytes	d3_reg_potential	old Timp1	0.473583877995639	0.0130759190601765	-0.00196586366962855	-0.0162537467370949	65	Fibroblasts, Mesothelium	Fibroblasts, Mesothelium
bleo_Pericytes	d3_reg_potential	old Itga4	0.477731690966985	0.013278005578925	-0.00176377715088005	-0.0162586953431122	66	Lymphocytes, MNP	
bleo_Pericytes	d3_reg_potential	old Pcdh7	0.474840791017262	0.0131040033319399	-0.00193777939786507	-0.0162610932500358	67	Fibroblasts, Mesothelium, SMC	
bleo_Pericytes	d3_reg_potential	old Vcam1	0.467843975196917	0.0130062946041493	-0.00203548812565566	-0.0168405120472663	68	Fibroblasts, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Vegfc	0.473123009887715	0.0129957100528442	-0.00204607267696082	-0.0168974814798774	69	Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Npw	0.467990615049437	0.0129475746012786	-0.00209420812852643	-0.016937778205241	70	Alveolum	
bleo_Pericytes	d3_reg_potential	old Itgb1	0.476223395341039	0.0131168154522912	-0.00192496727751386	-0.0169857406872568	71	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Lymphatic_ECs
bleo_Pericytes	d3_reg_potential	old Efnb2	0.476244343891406	0.0132089466613704	-0.00183283606843465	-0.016991647033247	72	Capillary_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Tgfb3	0.463067705714764	0.0131689940166655	-0.00187278871313949	-0.0171459272557486	73	Fibroblasts, Lymphatic_ECs, Mesothelium, SMC	
bleo_Pericytes	d3_reg_potential	old Pdgfb	0.457453494218204	0.0129974786944206	-0.00204430403538442	-0.0171738643864082	74	Capillary_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Jam2	0.459632143455673	0.0127920487178149	-0.00224973401199014	-0.0172054614145578	75	Capillary_ECs, Vascular_ECs	Vascular_ECs
bleo_Pericytes	d3_reg_potential	old Lgals3	0.479219038042568	0.0133222452047086	-0.00171953752509643	-0.0173143735630588	76	Airway, Granulocytes, MNP	Airway
bleo_Pericytes	d3_reg_potential	old Plau	0.481523378582202	0.0132583429897984	-0.00178343974000659	-0.0176570940089776	77	Lymphatic_ECs	
bleo_Pericytes	d3_reg_potential	old Robo2	0.478255404725994	0.0133145625666148	-0.0017272201631902	-0.0176825843825531	78	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Nptn	0.474756996815823	0.013027485942322	-0.002014296787483	-0.0177106589703031	79	Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	SMC, Vascular_ECs
bleo_Pericytes	d3_reg_potential	old Fn1	0.472012736718621	0.0130559314007693	-0.00198585132903575	-0.0177191435746574	80	Fibroblasts, MNP, SMC	
bleo_Pericytes	d3_reg_potential	old Penk	0.470315904139434	0.0129770867741078	-0.00206469595569726	-0.0177657372534346	81	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Sfrp2	0.478024970672031	0.0132067102258189	-0.00183507250398608	-0.0179341264367843	82	Mesothelium	
bleo_Pericytes	d3_reg_potential	old Ccl5	0.457139265962795	0.0127789547627982	-0.00226282796700683	-0.0180288701692602	83	Lymphocytes	
bleo_Pericytes	d3_reg_potential	old Mapt	0.466838444779619	0.0129145836496882	-0.00212719908011685	-0.0182822098081181	84	Capillary_ECs, Pericytes, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Nenf	0.466838444779621	0.0128488239683296	-0.00219295876147539	-0.0188493526315728	85	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Adam15	0.470755823696999	0.0132773048596954	-0.00176447787010966	-0.0194618619388639	86	Capillary_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Ntn1	0.465351097704043	0.0128952513060604	-0.00214653142374466	-0.0196334236882076	87	Capillary_ECs, Lymphatic_ECs, SMC, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Aimp1	0.473625775096359	0.0131027267008208	-0.00193905602898421	-0.0196384515147573	88	Airway, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Wnt5a	0.469457013574662	0.0129835029984579	-0.00205827973134716	-0.0197740398794408	89	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Pros1	0.446329813976872	0.0126881184528019	-0.00235366427700316	-0.019974199647092	90	Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs	SMC
bleo_Pericytes	d3_reg_potential	old Serpine2	0.468765711412771	0.0129149505900767	-0.00212683213972831	-0.0199771002264063	91	Airway, Alveolum, Fibroblasts, Pericytes, SMC	Alveolum, Fibroblasts, SMC
bleo_Pericytes	d3_reg_potential	old Sema3a	0.464157030333505	0.0132244970760163	-0.00181728565378874	-0.0201570927433321	92	Lymphatic_ECs	
bleo_Pericytes	d3_reg_potential	old Pdgfa	0.452132562426678	0.0125975413299615	-0.00244424139984351	-0.0202053748054648	93	Airway, Alveolum, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Wnt2	0.469121836768893	0.0128119578659409	-0.00222982486386409	-0.0203080563979272	94	Fibroblasts	
bleo_Pericytes	d3_reg_potential	old Tfpi	0.458438076085134	0.0128115632355065	-0.00223021949429854	-0.0205527572496721	95	Fibroblasts, Lymphatic_ECs, Pericytes	
bleo_Pericytes	d3_reg_potential	old F11r	0.454227417462712	0.0127932980525023	-0.00224848467730267	-0.0205550493931698	96	Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Sema3f	0.464680744092508	0.0129336483933398	-0.0021081343364652	-0.0206318951738389	97	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Plekho2	0.466754650578181	0.0129295913338764	-0.00211219139592866	-0.0206554004122323	98	Lymphatic_ECs, MNP	
bleo_Pericytes	d3_reg_potential	old Col1a1	0.460826210826205	0.0127794343397119	-0.00226234839009311	-0.0212168548401114	99	Fibroblasts, Pericytes, SMC	
bleo_Pericytes	d3_reg_potential	old Dsg2	0.462229763700349	0.012742043847019	-0.00229973888278606	-0.0213237533289076	100	Airway, Mesothelium	
bleo_Pericytes	d3_reg_potential	old Sema3c	0.453305681246859	0.0125255249860846	-0.00251625774372044	-0.0213971940479747	101	Capillary_ECs, Mesothelium, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Selplg	0.451923076923079	0.0124691065362428	-0.00257267619356222	-0.0215803068717719	102	Granulocytes, Lymphocytes, MNP	
bleo_Pericytes	d3_reg_potential	old Bmp4	0.465518686106928	0.0129362449841139	-0.00210553774569109	-0.0217138081269789	103	Alveolum, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs	
bleo_Pericytes	d3_reg_potential	old Cxcl2	0.45081280375398	0.0124187988269604	-0.00262298390284464	-0.0218062103406358	104	Granulocytes	
bleo_Pericytes	d3_reg_potential	old Adam17	0.453913189207307	0.0125689142391926	-0.0024728684906124	-0.0218209723069855	105	Lymphatic_ECs, MNP	
